path	line	kind	reason
packages/coding-agent/test/lsp.test.ts	332	fixture	CJK fixture for UTF-16 offset handling.
packages/coding-agent/test/mentions.test.ts	96	fixture	CJK fixture: a mention is not picked up after an ideograph.
packages/coding-agent/test/ported/commands-e2e.test.ts	723	behavior	Trigger rule text driven end to end; the parser matches on these connectives.
packages/coding-agent/test/ported/commands-e2e.test.ts	724	behavior	Trigger rule text driven end to end; the parser matches on these connectives.
packages/coding-agent/test/ported/commands-e2e.test.ts	745	behavior	Trigger rule text driven end to end; the parser matches on these connectives.
packages/coding-agent/test/ported/cron-tool-bugs.test.ts	247	behavior	Chinese cron schedule alias the parser recognises.
packages/coding-agent/test/ported/cron-tool-bugs.test.ts	252	behavior	Chinese cron schedule alias the parser recognises.
packages/coding-agent/test/ported/dynamic-tool.test.ts	247	behavior	Chinese cron schedule alias the parser recognises.
packages/coding-agent/test/ported/dynamic-trigger-e2e.test.ts	184	behavior	Chinese cron alias, and the prompt that has to produce it.
packages/coding-agent/test/ported/dynamic-trigger-e2e.test.ts	429	behavior	Chinese cron alias, and the prompt that has to produce it.
packages/coding-agent/test/ported/dynamic.test.ts	119	behavior	Trigger rule text the parser splits on; the connectives are what it matches.
packages/coding-agent/test/ported/dynamic.test.ts	134	behavior	Trigger rule text the parser splits on; the connectives are what it matches.
packages/coding-agent/test/ported/dynamic.test.ts	135	behavior	Trigger rule text the parser splits on; the connectives are what it matches.
packages/coding-agent/test/ported/dynamic.test.ts	136	behavior	Trigger rule text the parser splits on; the connectives are what it matches.
packages/coding-agent/test/ported/dynamic.test.ts	147	behavior	Trigger rule text the parser splits on; the connectives are what it matches.
packages/coding-agent/test/ported/dynamic.test.ts	149	behavior	Trigger rule text the parser splits on; the connectives are what it matches.
packages/coding-agent/test/ported/tools-e2e.test.ts	268	behavior	Chinese cron schedule alias the parser recognises.
packages/coding-agent/test/ported/tui-render-e2e.test.ts	439	fixture	CJK fixture for end-to-end rendering width.
packages/coding-agent/test/ported/tui-render-e2e.test.ts	440	fixture	CJK fixture for end-to-end rendering width.
packages/coding-agent/test/ported/tui-render-e2e.test.ts	441	fixture	CJK fixture for end-to-end rendering width.
packages/coding-agent/test/tools.test.ts	1176	fixture	CJK fixture including full-width parentheses.
packages/coding-agent/test/truncate-to-width.test.ts	35	fixture	CJK width fixture for shortening to a column budget.
packages/coding-agent/test/ui/feed.test.ts	404	fixture	CJK width fixture: two ideographs are four columns.
packages/coding-agent/test/ui/listener.test.ts	183	fixture	CJK fixture for a prompt preview string.
packages/coding-agent/test/web-fetch-tool.test.ts	42	fixture	CJK fixture inside HTML to be pulled out.
packages/tui/test/editor.test.ts	645	fixture	CJK width fixture: one ideograph occupies two terminal columns.
packages/tui/test/editor.test.ts	646	fixture	CJK width fixture: one ideograph occupies two terminal columns.
packages/tui/test/editor.test.ts	657	fixture	CJK width fixture: one ideograph occupies two terminal columns.
packages/tui/test/editor.test.ts	665	fixture	CJK width fixture: one ideograph occupies two terminal columns.
packages/tui/test/editor.test.ts	666	fixture	CJK width fixture: one ideograph occupies two terminal columns.
packages/tui/test/editor.test.ts	912	fixture	CJK width fixture: one ideograph occupies two terminal columns.
packages/tui/test/input.test.ts	42	fixture	CJK width fixture: long Japanese and Chinese lines for wrapping.
packages/tui/test/input.test.ts	43	fixture	CJK width fixture: long Japanese and Chinese lines for wrapping.
packages/tui/test/markdown-stream.test.ts	179	fixture	CJK fixture for byte-level and inline-markup rendering.
packages/tui/test/markdown-stream.test.ts	180	fixture	CJK fixture for byte-level and inline-markup rendering.
packages/tui/test/markdown-stream.test.ts	186	fixture	CJK fixture for byte-level and inline-markup rendering.
packages/tui/test/markdown-stream.test.ts	187	fixture	CJK fixture for byte-level and inline-markup rendering.
packages/tui/test/markdown-stream.test.ts	192	fixture	CJK fixture for byte-level and inline-markup rendering.
packages/tui/test/overlay-options.test.ts	113	fixture	CJK width fixture for overlay layout.
packages/tui/test/stdin-buffer.test.ts	48	fixture	CJK fixture for multi-byte input decoding.
packages/tui/test/stdin-buffer.test.ts	49	fixture	CJK fixture for multi-byte input decoding.
packages/tui/test/stdin-buffer.test.ts	431	fixture	CJK fixture for multi-byte input decoding.
packages/tui/test/stdin-buffer.test.ts	433	fixture	CJK fixture for multi-byte input decoding.
packages/tui/test/truncate-to-width.test.ts	60	fixture	CJK width fixture for shortening to a column budget.
migration/reviews/phase23/evidence.tsv	338	fixture	Anchor column: the test line it quotes carries a CJK surrogate-pair fixture.
migration/reviews/phase23/evidence.tsv	494	fixture	Anchor column: the test line it quotes carries a CJK surrogate-pair fixture.
